Title,Company,Posted on,Location,Experience,Skills,Url,Scrape_date
"Customer Engineer, AI/ML (Japanese)",Google India Pvt Ltd,2025-11-11,Japan,4-7 Years,"['customer stakeholder management', 'machine learning frameworks', 'deep learning expertise', 'ai solution architecture', 'graphics', 'artificial intelligence', 'technology consultant', 'database', 'cloud computing', 'natural language processing', 'mobile']",https://m.timesjobs.com/mobile/job-detail/customer-engineer-ai-ml-japanese-google-india-pvt-ltd-japan-4-to-7-yrs-jobid-a3__PLUS__YkGEvfvlzpSvf__PLUS__uAgZw==&bc=+&sequence=668,2025-11-11
"Performance Lead, AI Agent",Google India Pvt Ltd,2025-11-11,Bengaluru,5-8 Years,"['data analysis techniques', 'sql & python proficiency', 'a/b testing design', 'kpi development expertise', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/performance-lead-ai-agent-google-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-zLn90OTqGdJzpSvf__PLUS__uAgZw==&bc=+&sequence=314,2025-11-11
"Associate Product Counsel, Google Cloud AI",Google India Pvt Ltd,2025-11-11,Seattle,3-6 Years,"['product compliance expertise', 'ai privacy law', 'stakeholder influence', 'regulatory advocacy', 'project leadership', 'job posting', 'recruitment', 'workforce', 'decision making', 'compensation']",https://m.timesjobs.com/mobile/job-detail/associate-product-counsel-google-cloud-ai-google-india-pvt-ltd-seattle-3-to-6-yrs-jobid-RhaDS3NVN0RzpSvf__PLUS__uAgZw==&bc=+&sequence=982,2025-11-11
"Senior Staff Software Engineer, AI/ML",Google India Pvt Ltd,2025-11-11,Bengaluru,8-11 Years,"['software development', 'machine learning', 'system design', 'ai applications', 'cloud infrastructure', 'algorithms', 'software design', 'storage', 'artificial intelligence', 'security', 'debugging', 'software engineer', 'data structures', 'web development', 'natural language processing', 'information retrieval', 'mobile']",https://m.timesjobs.com/mobile/job-detail/senior-staff-software-engineer-ai-ml-google-india-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-qTLGN__SLASH__1VqNRzpSvf__PLUS__uAgZw==&bc=+&sequence=981,2025-11-11
"Software Engineering Manager, AI Fitness Coaching",Google India Pvt Ltd,2025-11-11,Poland,8-11 Years,"['technical leadership', 'software development', 'project management', 'application development', 'team collaboration', 'c', 'artificial intelligence', 'java', 'software engineering', 'c#', 'python', 'javascript', '.net', 'security', 'database', 'natural language processing', 'information retrieval']",https://m.timesjobs.com/mobile/job-detail/software-engineering-manager-ai-fitness-coaching-google-india-pvt-ltd-8-to-11-yrs-jobid-gE9k5e7XD9JzpSvf__PLUS__uAgZw==&bc=+&sequence=980,2025-11-11
"Developer Technology Engineer, AI",Nvidia Graphics Pvt Ltd,2025-11-11,China,3-5 Years,"['c/c proficiency', 'python programming', 'parallel programming', 'algorithm optimization', 'fundamentals', 'algorithms', 'cuda', 'software design', 'system software', 'data structures', 'problem solving', 'computer graphics']",https://m.timesjobs.com/mobile/job-detail/developer-technology-engineer-ai-nvidia-graphics-pvt-ltd-china-3-to-5-yrs-jobid-1rUEoYqWWhxzpSvf__PLUS__uAgZw==&bc=+&sequence=386,2025-11-11
"Software Engineer III, AI/ML, Chrome",Google India Pvt Ltd,2025-11-11,San,2-5 Years,"['software development machine learning data structures model optimization speech technology', 'artificial intelligence', 'system development', 'algorithms', 'storage', 'security', 'linux', 'debugging', 'software engineer', 'san', 'natural language processing', 'os', 'information retrieval', 'mobile', 'windows', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineer-iii-ai-ml-chrome-google-india-pvt-ltd-san-francisco-2-to-5-yrs-jobid-ysm0I__SLASH__C7Np5zpSvf__PLUS__uAgZw==&bc=+&sequence=979,2025-11-11
"Software Engineer III, AI/ML",Google India Pvt Ltd,2025-11-11,Bengaluru,2-3 Years,"['software development', 'machine learning', 'ml infrastructure', 'data structures', 'speech recognition', 'algorithms', 'storage', 'artificial intelligence', 'security', 'system development', 'debugging', 'software engineer', 'natural language processing', 'information retrieval', 'mobile']",https://m.timesjobs.com/mobile/job-detail/software-engineer-iii-ai-ml-google-india-pvt-ltd-bengaluru-bangalore-2-to-3-yrs-jobid-iHnzR1TXBIBzpSvf__PLUS__uAgZw==&bc=+&sequence=671,2025-11-11
Senior Software Engineer - AI,Wells Fargo,2025-11-11,Bengaluru,4-7 Years,"['core java development', 'apache flink expertise', 'cloud platform familiarity', 'oop', 'java se', 'devops', 'software engineering', 'multithreading', 'api', 'big data', 'python', 'github', 'messaging', 'docker', 'java ee', 'json', 'debugging', 'hadoop', 'rest', 'cloud services']",https://m.timesjobs.com/mobile/job-detail/senior-software-engineer-ai-wells-fargo-bengaluru-bangalore-4-to-7-yrs-jobid-ppweGOnhrAJzpSvf__PLUS__uAgZw==&bc=+&sequence=373,2025-11-11
"AI Transformation Manager, Professional Services",Google India Pvt Ltd,2025-11-11,Chicago,8-10 Years,"['cloud technology expertise', 'strategic partnership development', 'executive stakeholder management', 'problem solving abilities', 'technical project management', 'job posting', 'recruitment', 'workforce', 'decision making', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ai-transformation-manager-professional-services-google-india-pvt-ltd-chicago-canada-atlanta-8-to-10-yrs-jobid-jMpqkkzlB65zpSvf__PLUS__uAgZw==&bc=+&sequence=586,2025-11-11
"Staff Software Developer, AI/ML",Google India Pvt Ltd,2025-11-11,Canada,8-11 Years,"['software development', 'machine learning', 'video processing', 'data structures', 'technical leadership', 'c', 'signal processing', 'artificial intelligence', 'image processing', 'software developer', 'algorithms', 'storage', 'security', 'linux', 'debugging', 'software engineer', 'pattern recognition']",https://m.timesjobs.com/mobile/job-detail/staff-software-developer-ai-ml-google-india-pvt-ltd-canada-8-to-11-yrs-jobid-iwPNbIL9lnhzpSvf__PLUS__uAgZw==&bc=+&sequence=672,2025-11-11
"Sr. Software Development Engineer, Alexa AI Developer Tech, Alexa AI Developer Tech",AMAZON INDIA PVT LTD,2025-11-11,Pune,5-8 Years,"['architecture design patterns', 'programming language proficiency', 'engineering best practices', 'technical mentorship', 'coding', 'security']",https://m.timesjobs.com/mobile/job-detail/sr-software-development-engineer-alexa-ai-developer-tech-alexa-ai-developer-tech-amazon-india-pvt-ltd-pune-5-to-8-yrs-jobid-rWO3le24wZ5zpSvf__PLUS__uAgZw==&bc=+&sequence=652,2025-11-11
AI Safety Data Scientist,Google India Pvt Ltd,2025-11-11,Bengaluru,5-8 Years,"['data analysis proficiency', 'machine learning techniques', 'c', 'sql', 'database', 'security', 'python']",https://m.timesjobs.com/mobile/job-detail/ai-safety-data-scientist-google-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-YQtIqVtjt19zpSvf__PLUS__uAgZw==&bc=+&sequence=372,2025-11-11
"Senior Software Architect, AI Networking",Nvidia Graphics Pvt Ltd,2025-11-11,Israel,5-8 Years,"['networking expertise', 'c programming', 'python programming', 'system level design', 'problem solving abilities', 'software engineering', 'computer graphics', 'network simulator']",https://m.timesjobs.com/mobile/job-detail/senior-software-architect-ai-networking-nvidia-graphics-pvt-ltd-israel-5-to-8-yrs-jobid-rqnKM75otAtzpSvf__PLUS__uAgZw==&bc=+&sequence=675,2025-11-11
AI Application Developer,Nvidia Graphics Pvt Ltd,2025-11-11,China,2-3 Years,"['ai applications development', 'python programming', 'api integration', 'gpu optimization', 'c', 'orchestration', 'docker', 'sql', 'memory management', 'json', 'rest', 'kernel', 'javascript', 'nosql']",https://m.timesjobs.com/mobile/job-detail/ai-application-developer-nvidia-graphics-pvt-ltd-china-2-to-3-yrs-jobid-gaoKKeXyMfNzpSvf__PLUS__uAgZw==&bc=+&sequence=120,2025-11-11
"Software Engineering Manager, AI Platform",Google India Pvt Ltd,2025-11-11,Taiwan,8-11 Years,"['ai platform expertise', 'machine learning infrastructure', 'team leadership', 'technical problem solving', 'cross functional collaboration', 'artificial intelligence', 'apex', 'software engineering', 'android development', 'algorithms', 'storage', 'security', 'natural language processing', 'information retrieval', 'mobile']",https://m.timesjobs.com/mobile/job-detail/software-engineering-manager-ai-platform-google-india-pvt-ltd-8-to-11-yrs-jobid-CDZoKmpmjnRzpSvf__PLUS__uAgZw==&bc=+&sequence=674,2025-11-11
"Senior Research Engineer, AI/ML",Google India Pvt Ltd,2025-11-11,Bengaluru,5-8 Years,"['software development', 'machine learning', 'data structures', 'natural language understanding', 'technical leadership', 'algorithms', 'storage', 'artificial intelligence', 'security', 'software engineer', 'natural language processing', 'information retrieval', 'mobile']",https://m.timesjobs.com/mobile/job-detail/senior-research-engineer-ai-ml-google-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-Z5n3Nmlr__PLUS__StzpSvf__PLUS__uAgZw==&bc=+&sequence=673,2025-11-11
"Staff Software Engineer, AI/ML, GenAI",Google India Pvt Ltd,2025-11-11,Poland,8-11 Years,"['machine learning design', 'software architecture', 'generative ai techniques', 'technical leadership', 'performance metrics evaluation', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/staff-software-engineer-ai-ml-genai-google-india-pvt-ltd-8-to-11-yrs-jobid-mNFkE__SLASH__gx4lRzpSvf__PLUS__uAgZw==&bc=+&sequence=993,2025-11-11
"Software Engineering Manager, AI/ML",Google India Pvt Ltd,2025-11-11,Bengaluru,8-11 Years,"['technical leadership', 'machine learning optimization', 'stakeholder management', 'cross functional collaboration', 'ai model development', 'artificial intelligence', 'security', 'java', 'debugging', 'software engineering', 'natural language processing', 'information retrieval', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineering-manager-ai-ml-google-india-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-PQR7fP__PLUS__wQtxzpSvf__PLUS__uAgZw==&bc=+&sequence=585,2025-11-11
"Content and AI Compliance Specialist, RCI",Google India Pvt Ltd,2025-11-11,Chicago,7-10 Years,"['compliance program management', 'risk assessment methodologies', 'internal control frameworks', 'cross functional collaboration', 'job posting', 'recruitment', 'workforce', 'compensation']",https://m.timesjobs.com/mobile/job-detail/content-and-ai-compliance-specialist-rci-google-india-pvt-ltd-chicago-7-to-10-yrs-jobid-GzRODp__SLASH__z__PLUS__TdzpSvf__PLUS__uAgZw==&bc=+&sequence=911,2025-11-11
Global Expansion and AI Partnership Consultant,Google India Pvt Ltd,2025-11-11,Ireland,3-6 Years,"['customer facing consulting', 'influencing executives', 'strategic growth planning', 'ai operational excellence', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/global-expansion-and-ai-partnership-consultant-google-india-pvt-ltd-ireland-3-to-6-yrs-jobid-Io3SffiCke5zpSvf__PLUS__uAgZw==&bc=+&sequence=909,2025-11-11
AI Researcher  English Grammar (ChatGPT / OpenAI),Best InfoSystems Ltd.,2025-11-11,Kanpur,0-2 Years,['ai researcher english grammar (chatgpt / openai)'],https://m.timesjobs.com/mobile/job-detail/ai-researcher-english-grammar-chatgpt-openai-best-infosystems-ltd-kanpur-0-to-2-yrs-jobid-e74fYqfXK7ZzpSvf__PLUS__uAgZw==&bc=+&sequence=908,2025-11-11
"Staff Engineer Agentic AI, Oncology Data Science & AI at AstraZeneca",ASTRAZENECA PHARMA INDIA LTD,2025-11-11,Boston,10-13 Years,"['python programming', 'agentic ai systems', 'data analysis automation', 'software development practices', 'sql', 'java', 'software engineering', 'rest', 'machine learning', 'unix']",https://m.timesjobs.com/mobile/job-detail/staff-engineer-agentic-ai-oncology-data-science-ai-at-astrazeneca-astrazeneca-pharma-india-ltd-boston-10-to-13-yrs-jobid-iRTRlbXsxv5zpSvf__PLUS__uAgZw==&bc=+&sequence=570,2025-11-11
"Staff Engineer Agentic AI, Oncology Data Science & AI at AstraZeneca",ASTRAZENECA PHARMA INDIA LTD,2025-11-11,Boston,1-4 Years,"['python programming', 'ai technologies', 'data analysis', 'software development', 'cloud computing', 'sql', 'java', 'software engineering', 'rest', 'machine learning', 'unix']",https://m.timesjobs.com/mobile/job-detail/staff-engineer-agentic-ai-oncology-data-science-ai-at-astrazeneca-astrazeneca-pharma-india-ltd-boston-1-to-4-yrs-jobid-evO9CnAbcFJzpSvf__PLUS__uAgZw==&bc=+&sequence=583,2025-11-11
Sr. Manager Data & AI Tech AI/ML Job Details | DSM,DSM India Pvt ltd,2025-11-11,Spain,7-10 Years,"['"" [ ""ai/ml infrastructure""', '""cloud native architectures""', '""kubernetes management""', '""ci/cd pipelines""', '""devops best practices"" ]', 'learning', 'interview']",https://m.timesjobs.com/mobile/job-detail/sr-manager-data-ai-tech-ai-ml-job-details-dsm-dsm-india-pvt-ltd-spain-hyderabad-secunderabad-7-to-10-yrs-jobid-exgqBqK1lMNzpSvf__PLUS__uAgZw==&bc=+&sequence=584,2025-11-11
Process Executive - AI & Service Management,Bunge Limited,2025-11-11,Mohali,3-5 Years,"['algorithms', 'artificial intelligence', 'java', 'big data', 'natural language processing', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/process-executive-ai-service-management-bunge-limited-mohali-3-to-5-yrs-jobid-WMb4cgVjcYlzpSvf__PLUS__uAgZw==&bc=+&sequence=978,2025-11-11
AI Solution Architect,Larsen & Toubro Infotech Ltd,2025-11-10,Mumbai,6-10 Years,"['ai/ml architecture', 'cloud platforms', 'mlops tools', 'python programming', 'machine learning frameworks', 'orchestration', 'docker', 'system development', 'solution architect', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/ai-solution-architect-larsen-toubro-infotech-ltd-mumbai-6-to-10-yrs-jobid-EtxYGwgdgv5zpSvf__PLUS__uAgZw==&bc=+&sequence=54,2025-11-11
Azure Solution Architect GenAI Agentic AI,LTIMindtree Ltd.,2025-11-10,Bengaluru,12-16 Years,"['python', 'azure', 'genai architect']",https://m.timesjobs.com/mobile/job-detail/azure-solution-architect-genai-agentic-ai-ltimindtree-ltd-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-pune-12-to-16-yrs-jobid-iHAb0ZTvjUdzpSvf__PLUS__uAgZw==&bc=+&sequence=934,2025-11-11
"Healthcare AI Startups Lead, DACH",Nvidia Graphics Pvt Ltd,2025-11-10,Germany,1-4 Years,"['startup ecosystem engagement', 'developer relations', 'strategic partnerships', 'program management', 'interview']",https://m.timesjobs.com/mobile/job-detail/healthcare-ai-startups-lead-dach-nvidia-graphics-pvt-ltd-germany-1-to-4-yrs-jobid-xXC1sjT__SLASH__zM1zpSvf__PLUS__uAgZw==&bc=+&sequence=590,2025-11-11
"Software Backend Engineer (AI,LLM)",Binance,2025-11-10,Taiwan,5-8 Years,"['backend development', 'llm systems', 'big data architecture', 'performance optimization', 'software troubleshooting', 'security', 'java', 'apache', 'linux', 'software engineer', 'hbase', 'middleware', 'python', 'computer networks', 'infrastructure', 'hdfs']",https://m.timesjobs.com/mobile/job-detail/software-backend-engineer-ai-llm-binance-5-to-8-yrs-jobid-6I5Wkt7SCv5zpSvf__PLUS__uAgZw==&bc=+&sequence=589,2025-11-11
"Software Engineer II, Search AI",Google India Pvt Ltd,2025-11-10,Israel,1-4 Years,"['software development', 'data structures', 'algorithm design', 'generative ai', 'team collaboration', 'algorithms', 'c', 'storage', 'artificial intelligence', 'security', 'java', 'software engineer', 'python', 'natural language processing', 'information retrieval', 'mobile', 'javascript', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineer-ii-search-ai-google-india-pvt-ltd-israel-1-to-4-yrs-jobid-KNUGjRRhu__PLUS__tzpSvf__PLUS__uAgZw==&bc=+&sequence=588,2025-11-11
"Staff Software Developer, AI/ML",Google India Pvt Ltd,2025-11-10,Canada,8-11 Years,"['machine learning design', 'software development', 'video processing', 'data structures', 'signal processing', 'artificial intelligence', 'image processing', 'software developer', 'algorithms', 'storage', 'security', 'linux', 'debugging', 'software engineer', 'pattern recognition', 'natural language processing', 'os']",https://m.timesjobs.com/mobile/job-detail/staff-software-developer-ai-ml-google-india-pvt-ltd-canada-8-to-11-yrs-jobid-AE8cpNlrSppzpSvf__PLUS__uAgZw==&bc=+&sequence=587,2025-11-11
AI Developer,Pulsus Group LTD,2025-11-10,Hyderabad,3-5 Years,"['python proficiency', 'machine learning', 'natural language processing', 'cloud deployment', 'data preprocessing', 'artificial intelligence', 'hadoop', 'big data']",https://m.timesjobs.com/mobile/job-detail/ai-developer-pulsus-group-ltd-hyderabad-secunderabad-3-to-5-yrs-jobid-FGlJ6obfiv5zpSvf__PLUS__uAgZw==&bc=+&sequence=19,2025-11-11
"Senior Software Development Engineer, Alexa AI",AMAZON INDIA PVT LTD,2025-11-10,Bengaluru,5-8 Years,"['software development', 'machine learning', 'system architecture', 'programming languages', 'technical leadership', 'mentor', 'coding', 'design patterns']",https://m.timesjobs.com/mobile/job-detail/senior-software-development-engineer-alexa-ai-amazon-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-ZvVx1ubTzt9zpSvf__PLUS__uAgZw==&bc=+&sequence=912,2025-11-11
AGENTIC AI ENGINEER,Apexon,2025-11-10,Bengaluru,5-9 Years,"['ai/ml development', 'computer vision', 'python programming', 'document processing', 'd/d data processing', 'docker', 'data extraction', 'devops', 'software engineering', 'mobile']",https://m.timesjobs.com/mobile/job-detail/agentic-ai-engineer-apexon-bengaluru-bangalore-pune-5-to-9-yrs-jobid-vDrq7YIBdE5zpSvf__PLUS__uAgZw==&bc=+&sequence=122,2025-11-11
Automation AI Engineer,blue yonder,2025-11-10,Bengaluru,8-12 Years,"['ai/ml solutions', 'python programming', 'ci/cd pipelines', 'cloud computing', 'data analysis', 'orchestration', 'information technology', 'artificial intelligence', 'docker', 'security', 'java', 'unix shell scripting', 'devops', 'github', 'oracle', 'machine learning', 'infrastructure', 'release engineering']",https://m.timesjobs.com/mobile/job-detail/automation-ai-engineer-blue-yonder-bengaluru-bangalore-8-to-12-yrs-jobid-B__PLUS__jW__PLUS__VUgdi5zpSvf__PLUS__uAgZw==&bc=+&sequence=123,2025-11-11
"AI Recruiter, Cloud",Google India Pvt Ltd,2025-11-09,Singapore,8-11 Years,"['technical recruiting', 'stakeholder management', 'talent acquisition strategy', 'innovative sourcing', 'data driven analysis', 'executive search', 'job posting', 'recruitment', 'workforce', 'decision making', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ai-recruiter-cloud-google-india-pvt-ltd-singapore-8-to-11-yrs-jobid-3pZ5x__SLASH__CP985zpSvf__PLUS__uAgZw==&bc=+&sequence=125,2025-11-11
"Software Engineering Manager, Applied AI",Google India Pvt Ltd,2025-11-09,Bengaluru,8-11 Years,"['software development', 'machine learning', 'team leadership', 'ai technologies', 'system design', 'algorithms', 'c', 'software design', 'artificial intelligence', 'security', 'debugging', 'software engineering', 'python', 'natural language processing', 'information retrieval', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineering-manager-applied-ai-google-india-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-p3SnK4bB1zRzpSvf__PLUS__uAgZw==&bc=+&sequence=696,2025-11-11
"Content and AI Compliance Specialist, RCI",Google India Pvt Ltd,2025-11-09,Chicago,7-10 Years,"['compliance program management', 'risk assessment methodologies', 'internal control frameworks', 'cross functional collaboration', 'job posting', 'recruitment', 'workforce', 'compensation']",https://m.timesjobs.com/mobile/job-detail/content-and-ai-compliance-specialist-rci-google-india-pvt-ltd-chicago-7-to-10-yrs-jobid-6XePCvoUK41zpSvf__PLUS__uAgZw==&bc=+&sequence=991,2025-11-11
Conversational AI Engineer,Google India Pvt Ltd,2025-11-09,Bengaluru,3-5 Years,"['conversational ai design', 'natural language processing', 'cloud solutions architecture', 'chatbot development', 'technical collaboration', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/conversational-ai-engineer-google-india-pvt-ltd-bengaluru-bangalore-gurgaon-3-to-5-yrs-jobid-JYPkwax0Xw1zpSvf__PLUS__uAgZw==&bc=+&sequence=55,2025-11-11
"AI Deployment Engineer, gTech",Google India Pvt Ltd,2025-11-09,Atlanta,3-6 Years,"['coding proficiency', 'stakeholder management', 'ai deployment expertise', 'project management', 'job posting', 'recruitment', 'workforce', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ai-deployment-engineer-gtech-google-india-pvt-ltd-atlanta-3-to-6-yrs-jobid-yHR4Qf631ghzpSvf__PLUS__uAgZw==&bc=+&sequence=392,2025-11-11
"Software Engineer III, AI/ML",Google India Pvt Ltd,2025-11-09,Bengaluru,2-5 Years,"['software development', 'machine learning', 'data structures', 'algorithms expertise', 'speech recognition', 'storage', 'artificial intelligence', 'security', 'system development', 'debugging', 'software engineer', 'natural language processing', 'information retrieval', 'mobile', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/software-engineer-iii-ai-ml-google-india-pvt-ltd-bengaluru-bangalore-2-to-5-yrs-jobid-VjQTGQzmuV1zpSvf__PLUS__uAgZw==&bc=+&sequence=677,2025-11-11
"UX Designer, AI Research",Google India Pvt Ltd,2025-11-09,San,8-12 Years,"['interface design', 'ai/ml technologies', 'design standards advocacy', 'stakeholder collaboration', 'job posting', 'recruitment', 'workforce', 'decision making', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ux-designer-ai-research-google-india-pvt-ltd-san-francisco-8-to-12-yrs-jobid-oBap8hDhlkpzpSvf__PLUS__uAgZw==&bc=+&sequence=376,2025-11-11
"Solutions Architect, AI Hyperscalers",Nvidia Graphics Pvt Ltd,2025-11-09,Canada,4-7 Years,"['ai/ml solutions', 'technical engagement', 'python proficiency', 'cloud infrastructure', 'data science', 'cuda', 'artificial intelligence', 'docker', 'linux', 'machine learning', 'computer graphics', 'high performance computing']",https://m.timesjobs.com/mobile/job-detail/solutions-architect-ai-hyperscalers-nvidia-graphics-pvt-ltd-canada-4-to-7-yrs-jobid-TBG__PLUS__iRg4UMdzpSvf__PLUS__uAgZw==&bc=+&sequence=377,2025-11-11
"Conversational AI Manager, Google Cloud",Google India Pvt Ltd,2025-11-09,Bengaluru,8-11 Years,"['conversational ai expertise', 'natural language processing', 'team management', 'solution architecture', 'artificial intelligence', 'security', 'java', 'cloud computing', 'python', 'solution delivery', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/conversational-ai-manager-google-cloud-google-india-pvt-ltd-bengaluru-bangalore-gurgaon-8-to-11-yrs-jobid-YQL__SLASH__RQ2F2aJzpSvf__PLUS__uAgZw==&bc=+&sequence=697,2025-11-11
