Title,Company,Posted on,Location,Experience,Skills,Url,Scrape_date
"Program Manager, AI Data Operations",Google India Pvt Ltd,2025-10-14,Bengaluru,5-8 Years,"['program management', 'ai development', 'data analysis', 'stakeholder collaboration', 'project coordination', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/program-manager-ai-data-operations-google-india-pvt-ltd-bengaluru-bangalore-hyderabad-secunderabad-5-to-8-yrs-jobid-EU75YyHyx69zpSvf__PLUS__uAgZw==&bc=+&sequence=655,2025-10-14
"Technology Practice Lead, AI",Google India Pvt Ltd,2025-10-14,Singapore,10-13 Years,"['technical engagements', 'ai solutions adoption', 'stakeholder influence', 'cloud native architecture', 'data analytics expertise', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/technology-practice-lead-ai-google-india-pvt-ltd-singapore-10-to-13-yrs-jobid-LUMAvOfPmQtzpSvf__PLUS__uAgZw==&bc=+&sequence=325,2025-10-14
"Senior Distributed Systems Engineer, AI Infrastructure",Nvidia Graphics Pvt Ltd,2025-10-14,China,5-9 Years,"['distributed systems architecture', 'microservices development', 'technical leadership', 'c', 'storage', 'artificial intelligence', 'docker', 'oop', 'security', 'iam', 'data structures', 'python', 'infrastructure', 'web technologies']",https://m.timesjobs.com/mobile/job-detail/senior-distributed-systems-engineer-ai-infrastructure-nvidia-graphics-pvt-ltd-china-5-to-9-yrs-jobid-ewWP4kaPj9JzpSvf__PLUS__uAgZw==&bc=+&sequence=986,2025-10-14
"UX Designer, AI Research",Google India Pvt Ltd,2025-10-14,San,8-12 Years,"['user centered design', 'ux product strategy', 'ai/ml technologies', 'portfolio presentation', 'design collaboration', 'job posting', 'recruitment', 'workforce', 'decision making', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ux-designer-ai-research-google-india-pvt-ltd-san-francisco-8-to-12-yrs-jobid-4pi8lPOMG19zpSvf__PLUS__uAgZw==&bc=+&sequence=326,2025-10-14
IBU Solution Services AI Senior Engineer,Eli Lilly And Company,2025-10-14,Bengaluru,7-10 Years,"['machine learning models', 'data analysis techniques', 'mlops best practices', 'deep learning frameworks', 'python programming expertise', 'algorithms', 'scala', 'docker', 'security', 'java', 'apache', 'author', 'production environment']",https://m.timesjobs.com/mobile/job-detail/ibu-solution-services-ai-senior-engineer-eli-lilly-and-company-bengaluru-bangalore-7-to-10-yrs-jobid-AdAdoJCyrHJzpSvf__PLUS__uAgZw==&bc=+&sequence=985,2025-10-14
Senior AI Applied Scientist,Microsoft India Pvt Ltd,2025-10-14,Redmond,3-4 Years,"['machine learning expertise', 'data science proficiency', 'mlops workflows', 'statistical analysis', 'production', 'model development', 'innovation', 'documentation', 'data collection', 'cutting']",https://m.timesjobs.com/mobile/job-detail/senior-ai-applied-scientist-microsoft-india-pvt-ltd-redmond-3-to-4-yrs-jobid-SFrHUrk8OKRzpSvf__PLUS__uAgZw==&bc=+&sequence=327,2025-10-14
"Security Engineer, AI Protection",Google India Pvt Ltd,2025-10-14,Seattle,2-5 Years,"['security assessments', 'threat modeling', 'security engineering', 'incident response', 'python/go coding', 'learning', 'job posting', 'recruitment', 'workforce', 'compensation']",https://m.timesjobs.com/mobile/job-detail/security-engineer-ai-protection-google-india-pvt-ltd-seattle-2-to-5-yrs-jobid-eK0sUmsAqTZzpSvf__PLUS__uAgZw==&bc=+&sequence=449,2025-10-14
AI / ML Engineer,accenture,2025-10-14,Mumbai,7-10 Years,"['large language models', 'deep learning frameworks', 'cloud ai services', 'data preprocessing techniques', 'api design implementation', 'image processing', 'artificial intelligence']",https://m.timesjobs.com/mobile/job-detail/ai-ml-engineer-accenture-mumbai-hyderabad-secunderabad-7-to-10-yrs-jobid-ZkikqNHcQyhzpSvf__PLUS__uAgZw==&bc=+&sequence=69,2025-10-14
"Developer Technology Engineer, AI",Nvidia Graphics Pvt Ltd,2025-10-14,China,2-5 Years,"['programming proficiency', 'parallel programming', 'software design', 'mathematical fundamentals', 'algorithms', 'cuda', 'c', 'system software', 'data structures', 'python', 'problem solving', 'computer graphics']",https://m.timesjobs.com/mobile/job-detail/developer-technology-engineer-ai-nvidia-graphics-pvt-ltd-china-2-to-5-yrs-jobid-8tB09ZVsBDtzpSvf__PLUS__uAgZw==&bc=+&sequence=447,2025-10-14
Insurance Automation and AI Specialist,Google India Pvt Ltd,2025-10-14,Bengaluru,4-7 Years,"['ai and automation', 'cloud platform expertise', 'data analysis techniques', 'data mining', 'sql', 'python', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/insurance-automation-and-ai-specialist-google-india-pvt-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-ZJHCcIhV4uhzpSvf__PLUS__uAgZw==&bc=+&sequence=758,2025-10-14
"Customer Engineer, AI/ML (Japanese)",Google India Pvt Ltd,2025-10-14,Japan,4-7 Years,"['ai/ml expertise', 'customer relationship', 'business requirements', 'deep learning frameworks', 'technical solution architecture', 'graphics', 'artificial intelligence', 'technology consultant', 'database', 'cloud computing', 'natural language processing', 'mobile', 'machine learning']",https://m.timesjobs.com/mobile/job-detail/customer-engineer-ai-ml-japanese-google-india-pvt-ltd-japan-4-to-7-yrs-jobid-RoDWXLXEc4xzpSvf__PLUS__uAgZw==&bc=+&sequence=654,2025-10-14
AI Lease Delivery Program Manager,Microsoft India Pvt Ltd,2025-10-14,Atlanta,4-8 Years,"['datacenter management', 'project risk analysis', 'cross functional leadership', 'construction oversight', 'process optimization', 'program delivery', 'program management', 'project management', 'support program', 'risk mitigation', 'security', 'project plan', 'program manager', 'san', 'infrastructure', 'collaboration']",https://m.timesjobs.com/mobile/job-detail/ai-lease-delivery-program-manager-microsoft-india-pvt-ltd-atlanta-4-to-8-yrs-jobid-RS2r4gc3R8RzpSvf__PLUS__uAgZw==&bc=+&sequence=759,2025-10-14
AI Business Solution Offer Strategy,Microsoft India Pvt Ltd,2025-10-14,Redmond,5-6 Years,"['product marketing strategy', 'analytical capabilities', 'cross functional leadership', 'program management', 'performance measurement', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ai-business-solution-offer-strategy-microsoft-india-pvt-ltd-redmond-5-to-6-yrs-jobid-__SLASH__2ff__SLASH__Wpgx9NzpSvf__PLUS__uAgZw==&bc=+&sequence=609,2025-10-14
"Staff Software Engineer, Secure AI",Google India Pvt Ltd,2025-10-14,Pune,8-11 Years,"['software development', 'machine learning', 'application security', 'technical leadership', 'project management', 'c', 'artificial intelligence', 'java', 'data structures', 'python', 'cryptography', 'unix/linux', 'algorithms', 'software design', 'storage', 'software engineer', 'rest', 'natural language processing']",https://m.timesjobs.com/mobile/job-detail/staff-software-engineer-secure-ai-google-india-pvt-ltd-pune-8-to-11-yrs-jobid-PPQnSecswIhzpSvf__PLUS__uAgZw==&bc=+&sequence=608,2025-10-14
Senior Software Engineer-AI/ML Developer / Lead- Vertex AI & Gemini,CGI Information Systems and Management Consultants Pvt Ltd,2025-10-14,Chennai,5-8 Years,"['google cloud platform', 'vertex ai expertise', 'ai/ml development', 'document automation', 'global delivery', 'cgi', 'senior software engineer']",https://m.timesjobs.com/mobile/job-detail/senior-software-engineer-ai-ml-developer-lead-vertex-ai-gemini-cgi-information-systems-and-management-consultants-pvt-ltd-chennai-mumbai-bengaluru-bangalore-pune-hyderabad-secunderabad-5-to-8-yrs-jobid-4AuBdtRKVKFzpSvf__PLUS__uAgZw==&bc=+&sequence=607,2025-10-14
Senior Solution Architect - AI Development,Nvidia Graphics Pvt Ltd,2025-10-14,Singapore,7-10 Years,"['model optimization techniques', 'inference frameworks expertise', 'devops/mlops practices', 'ai workflow development', 'cuda', 'artificial intelligence', 'docker', 'git', 'api', 'solution architect', 'computer graphics']",https://m.timesjobs.com/mobile/job-detail/senior-solution-architect-ai-development-nvidia-graphics-pvt-ltd-singapore-7-to-10-yrs-jobid-0Jr17R36ZkpzpSvf__PLUS__uAgZw==&bc=+&sequence=760,2025-10-14
"Research Scientist, Earth AI",Google India Pvt Ltd,2025-10-14,San,5-10 Years,"['ai research development', 'python programming', 'machine learning frameworks', 'geospatial data analysis', 'multimodal generative models', 'algorithms', 'data mining', 'compilers', 'artificial intelligence', 'satellite', 'san', 'natural language processing', 'mobile', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/research-scientist-earth-ai-google-india-pvt-ltd-san-francisco-5-to-10-yrs-jobid-wiy04T1Eyl9zpSvf__PLUS__uAgZw==&bc=+&sequence=448,2025-10-14
Hiring For Generative AI Developer,krazy mantra hr solutions,2025-10-14,Mumbai,1-5 Years,"['ai/ml toolkits', 'hugging face', 'pytorch expertise', 'explainable ai']",https://m.timesjobs.com/mobile/job-detail/hiring-for-generative-ai-developer-krazy-mantra-hr-solutions-mumbai-bengaluru-bangalore-pune-noida-greater-noida-gurgaon-1-to-5-yrs-jobid-TzCJdc7otdNzpSvf__PLUS__uAgZw==&bc=+&sequence=642,2025-10-14
"Program Manager, AI Data Operations",Google India Pvt Ltd,2025-10-14,Bengaluru,5-8 Years,"['program management', 'ai development', 'data analysis', 'stakeholder collaboration', 'project coordination', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/program-manager-ai-data-operations-google-india-pvt-ltd-bengaluru-bangalore-hyderabad-secunderabad-5-to-8-yrs-jobid-EU75YyHyx69zpSvf__PLUS__uAgZw==&bc=+&sequence=644,2025-10-14
Hiring For Generative AI Developer,krazy mantra hr solutions,2025-10-14,Mumbai,1-5 Years,"['ai/ml toolkits', 'hugging face', 'pytorch expertise', 'explainable ai']",https://m.timesjobs.com/mobile/job-detail/hiring-for-generative-ai-developer-krazy-mantra-hr-solutions-mumbai-bengaluru-bangalore-pune-noida-greater-noida-gurgaon-1-to-5-yrs-jobid-TzCJdc7otdNzpSvf__PLUS__uAgZw==&bc=+&sequence=653,2025-10-14
"Customer Engineer, AI/ML (Japanese)",Google India Pvt Ltd,2025-10-14,Japan,4-7 Years,"['ai/ml expertise', 'customer relationship', 'business requirements', 'deep learning frameworks', 'technical solution architecture', 'graphics', 'artificial intelligence', 'technology consultant', 'database', 'cloud computing', 'natural language processing', 'mobile', 'machine learning']",https://m.timesjobs.com/mobile/job-detail/customer-engineer-ai-ml-japanese-google-india-pvt-ltd-japan-4-to-7-yrs-jobid-RoDWXLXEc4xzpSvf__PLUS__uAgZw==&bc=+&sequence=643,2025-10-14
Sr. Solutions Engineer AI/ML,Databricks,2025-10-13,Mumbai,1-3 Years,"['image handling', 'data attributes', 'source management', 'dom manipulation', 'javascript proficiency', 'loading']",https://m.timesjobs.com/mobile/job-detail/sr-solutions-engineer-ai-ml-databricks-mumbai-bengaluru-bangalore-1-to-3-yrs-jobid-yc1lc__SLASH__yCmotzpSvf__PLUS__uAgZw==&bc=+&sequence=769,2025-10-14
Hiring For Gen AI Consultant,krazy mantra hr solutions,2025-10-13,Chennai,0-5 Years,"['generative ai langchain/llm sql python tensorflow/pytorch', 'consultant']",https://m.timesjobs.com/mobile/job-detail/hiring-for-gen-ai-consultant-krazy-mantra-hr-solutions-chennai-bengaluru-bangalore-pune-hyderabad-secunderabad-kolkata-0-to-5-yrs-jobid-VL8zpXPL6OlzpSvf__PLUS__uAgZw==&bc=+&sequence=659,2025-10-14
"Solution Architect, Sovereign AI",Nvidia Graphics Pvt Ltd,2025-10-13,Canada,5-9 Years,['learning'],https://m.timesjobs.com/mobile/job-detail/solution-architect-sovereign-ai-nvidia-graphics-pvt-ltd-canada-5-to-9-yrs-jobid-MWIO9z94__SLASH__eZzpSvf__PLUS__uAgZw==&bc=+&sequence=360,2025-10-14
"Research Scientist, Earth AI",Google India Pvt Ltd,2025-10-13,San,5-10 Years,"['ai research expertise', 'python programming', 'machine learning frameworks', 'geospatial data analysis', 'algorithms', 'data mining', 'compilers', 'artificial intelligence', 'satellite', 'san', 'natural language processing', 'mobile', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/research-scientist-earth-ai-google-india-pvt-ltd-san-francisco-5-to-10-yrs-jobid-I8hEfwxDNa9zpSvf__PLUS__uAgZw==&bc=+&sequence=361,2025-10-14
"Security Engineer, AI Protection",Google India Pvt Ltd,2025-10-13,Seattle,2-5 Years,"['security assessments', 'threat modeling', 'incident response', 'security protocols', 'python/go coding', 'learning', 'job posting', 'recruitment', 'workforce', 'compensation']",https://m.timesjobs.com/mobile/job-detail/security-engineer-ai-protection-google-india-pvt-ltd-seattle-2-to-5-yrs-jobid-WMcm2jWlywhzpSvf__PLUS__uAgZw==&bc=+&sequence=362,2025-10-14
"Product Manager, Cider AI, Core",Google India Pvt Ltd,2025-10-13,Bengaluru,5-7 Years,"['product management', 'technical leadership', 'cross functional collaboration', 'strategic marketing', 'user engagement', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/product-manager-cider-ai-core-google-india-pvt-ltd-bengaluru-bangalore-5-to-7-yrs-jobid-ZqhB__SLASH__JwwqwhzpSvf__PLUS__uAgZw==&bc=+&sequence=768,2025-10-14
Sr Solution Specialist Manager--AI workforce,Microsoft India Pvt Ltd,2025-10-13,China,7-10 Years,"['sales strategy development', 'ai transformation expertise', 'team leadership & coaching', 'solution design & deployment', 'orchestration', 'information technology', 'artificial intelligence', 'security', 'devops', 'business applications', 'github']",https://m.timesjobs.com/mobile/job-detail/sr-solution-specialist-manager-ai-workforce-microsoft-india-pvt-ltd-china-7-to-10-yrs-jobid-awUHvMnPnmJzpSvf__PLUS__uAgZw==&bc=+&sequence=990,2025-10-14
Senior AI Engineer and Security Architect,Nvidia Graphics Pvt Ltd,2025-10-13,Israel,5-8 Years,"['ai research techniques', 'cybersecurity incident detection', 'secure system design', 'programming proficiency', 'ip', 'ethernet']",https://m.timesjobs.com/mobile/job-detail/senior-ai-engineer-and-security-architect-nvidia-graphics-pvt-ltd-israel-5-to-8-yrs-jobid-2JMuPHr13g5zpSvf__PLUS__uAgZw==&bc=+&sequence=991,2025-10-14
"Customer Engineer, Infrastructure Modernization, AI",Google India Pvt Ltd,2025-10-13,Israel,10-13 Years,"['cloud native architectures', 'infrastructure engineering', 'networking technologies', 'ai infrastructure systems', 'stakeholder engagement', 'recruitment', 'workforce', 'decision making', 'processing', 'job posting']",https://m.timesjobs.com/mobile/job-detail/customer-engineer-infrastructure-modernization-ai-google-india-pvt-ltd-israel-dubai-france-10-to-13-yrs-jobid-rNnGWC9i4BNzpSvf__PLUS__uAgZw==&bc=+&sequence=610,2025-10-14
Gen AI Platform Engineer,Thoucentric,2025-10-13,Singapore,5-8 Years,"['api development', 'llm integration', 'data security', 'restful services', 'azure services', 'orchestration', 'devops', 'cloud services', 'enterprise security']",https://m.timesjobs.com/mobile/job-detail/gen-ai-platform-engineer-thoucentric-singapore-delhi-bengaluru-bangalore-australia-5-to-8-yrs-jobid-a4jX8sp7oGVzpSvf__PLUS__uAgZw==&bc=+&sequence=328,2025-10-14
AI/ML Engineer,DREAM BRIDGE IMMIGRATIONS,2025-10-13,Australia,4-8 Years,"['machine learning algorithms', 'computer vision', 'big data technologies (hadoop', 'spark)', 'cloud platforms (aws', 'azure', 'gcp)', 'model deployment', 'algorithm optimization']",https://m.timesjobs.com/mobile/job-detail/ai-ml-engineer-dream-bridge-immigrations-australia-canada-germany-singapore-null-4-to-8-yrs-jobid-1sziP__PLUS__2ddVVzpSvf__PLUS__uAgZw==&bc=+&sequence=72,2025-10-14
"Performance Lead, AI Agent",Google India Pvt Ltd,2025-10-13,Bengaluru,5-8 Years,"['data analysis techniques', 'sql and python', 'a/b testing ability', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/performance-lead-ai-agent-google-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-kMfBlq9uaJxzpSvf__PLUS__uAgZw==&bc=+&sequence=363,2025-10-14
AI Specialist,headhunters inc,2025-10-13,Bengaluru,5-8 Years,"['artificial intelligence', 'machine learning', 'neural networks', 'ml ops', 'data modeling', 'python', 'natural language processing']",https://m.timesjobs.com/mobile/job-detail/ai-specialist-headhunters-inc-bengaluru-bangalore-5-to-8-yrs-jobid-__PLUS__9B196__PLUS__JxXZzpSvf__PLUS__uAgZw==&bc=+&sequence=33,2025-10-14
"AI Recruiter, Cloud",Google India Pvt Ltd,2025-10-12,Singapore,8-11 Years,"['technical recruiting', 'stakeholder management', 'innovative sourcing', 'data driven strategies', 'executive search', 'job posting', 'talent acquisition', 'recruitment', 'workforce', 'decision making', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ai-recruiter-cloud-google-india-pvt-ltd-singapore-8-to-11-yrs-jobid-yPwE4AOQaEVzpSvf__PLUS__uAgZw==&bc=+&sequence=58,2025-10-14
Solutions Architect : Data & AI,Databricks,2025-10-12,Bengaluru,2-5 Years,"['image optimization javascript programming web development data attribute handling dom manipulation', 'loading']",https://m.timesjobs.com/mobile/job-detail/solutions-architect-data-ai-databricks-bengaluru-bangalore-2-to-5-yrs-jobid-JnmSnI3oYwJzpSvf__PLUS__uAgZw==&bc=+&sequence=613,2025-10-14
"Technology Practice Lead, AI",Google India Pvt Ltd,2025-10-12,Singapore,1-4 Years,"['ai solutions adoption', 'cloud native architecture', 'data analytics expertise', 'technical engagement coaching', 'stakeholder relationship management', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/technology-practice-lead-ai-google-india-pvt-ltd-singapore-1-to-4-yrs-jobid-HD__PLUS__4W2bvCHVzpSvf__PLUS__uAgZw==&bc=+&sequence=329,2025-10-14
Data/AI Engineer  GenAI & Agentic AI Integration (Azure),AT&T,2025-10-12,Bengaluru,8-11 Years,"['python programming', 'azure databricks', 'data integration', 'ai model deployment', 'api development', 'data warehousing', 'storage', 'security', 'data services', 'data quality']",https://m.timesjobs.com/mobile/job-detail/data-ai-engineer-genai-agentic-ai-integration-azure-at-t-bengaluru-bangalore-8-to-11-yrs-jobid-izjDDfavk1pzpSvf__PLUS__uAgZw==&bc=+&sequence=321,2025-10-14
"Engineering Manager, AI Innovation and Research, AI/ML",Google India Pvt Ltd,2025-10-12,Bengaluru,8-11 Years,"['ai/ml development', 'model deployment', 'team leadership', 'stakeholder management', 'infrastructure optimization', 'job posting', 'recruitment', 'workforce', 'decision making']",https://m.timesjobs.com/mobile/job-detail/engineering-manager-ai-innovation-and-research-ai-ml-google-india-pvt-ltd-bengaluru-bangalore-8-to-11-yrs-jobid-6mVaPwG0mmtzpSvf__PLUS__uAgZw==&bc=+&sequence=299,2025-10-14
"Senior Software Engineer, AI/ML",Google India Pvt Ltd,2025-10-12,Croatia,5-8 Years,"['ai model development', 'software design leadership', 'python programming', 'machine learning infrastructure', 'data engineering practices', 'c', 'senior software engineer', 'storage', 'artificial intelligence', 'security', 'natural language processing', 'information retrieval', 'mobile']",https://m.timesjobs.com/mobile/job-detail/senior-software-engineer-ai-ml-google-india-pvt-ltd-5-to-8-yrs-jobid-G__PLUS__ij__PLUS__TysJPtzpSvf__PLUS__uAgZw==&bc=+&sequence=777,2025-10-14
Python Developer (Django & AI),the genesis technology pvt ltd,2025-10-12,Bhopal,3-9 Years,"['python development', 'django expertise', 'ai integration', 'machine learning', 'problem solving', 'devops', 'web developer', 'docker']",https://m.timesjobs.com/mobile/job-detail/python-developer-django-ai-the-genesis-technology-pvt-ltd-bhopal-3-to-9-yrs-jobid-mQ1e__SLASH__pDKrENzpSvf__PLUS__uAgZw==&bc=+&sequence=778,2025-10-14
Graduation Project: Agentic Edge AI,NXP Semiconductors,2025-10-12,Netherlands,0-1 Years,"['machine learning basics', 'natural language processing', 'llm decoding techniques', 'edge computing familiarity', 'c', 'artificial intelligence', 'security', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/graduation-project-agentic-edge-ai-nxp-semiconductors-netherlands-0-to-1-yrs-jobid-C__PLUS__1uKdMKHAZzpSvf__PLUS__uAgZw==&bc=+&sequence=779,2025-10-14
"Product Manager, Finance Transformation AI",autodesk india pvt ltd,2025-10-12,Canada,3-5 Years,"['product lifecycle management', 'cross functional collaboration', 'ai/ml exposure', 'data analysis proficiency', 'user stories', 'sql', 'data science', 'use cases', 'data structures', 'advanced analytics', 'business analysis', 'consultant']",https://m.timesjobs.com/mobile/job-detail/product-manager-finance-transformation-ai-autodesk-india-pvt-ltd-canada-3-to-5-yrs-jobid-q__PLUS__bnyQpTXa5zpSvf__PLUS__uAgZw==&bc=+&sequence=780,2025-10-14
"Product Manager, Cider AI, Core",Google India Pvt Ltd,2025-10-12,Bengaluru,5-6 Years,"['product management', 'technical leadership', 'cross functional collaboration', 'user engagement', 'strategic roadmapping', 'job posting', 'recruitment', 'workforce']",https://m.timesjobs.com/mobile/job-detail/product-manager-cider-ai-core-google-india-pvt-ltd-bengaluru-bangalore-5-to-6-yrs-jobid-ckfaFegLbNRzpSvf__PLUS__uAgZw==&bc=+&sequence=781,2025-10-14
Senior HPC AI Cluster Engineer,Nvidia Graphics Pvt Ltd,2025-10-12,Israel,5-8 Years,"['hpc engineering', 'ai infrastructure', 'cluster management', 'linux systems', 'automation tools', 'hyper-v', 'sockets', 'job scheduling', 'vmware', 'redhat', 'bash scripting', 'centos', 'iptables', 'zfs', 'storage', 'security', 'kvm', 'operating system', 'windows', 'aws']",https://m.timesjobs.com/mobile/job-detail/senior-hpc-ai-cluster-engineer-nvidia-graphics-pvt-ltd-israel-5-to-8-yrs-jobid-NYwryZkcfWJzpSvf__PLUS__uAgZw==&bc=+&sequence=614,2025-10-14
"UX Designer, AI Research",Google India Pvt Ltd,2025-10-12,San,8-12 Years,"['user centered design', 'product management collaboration', 'ai/ml technologies', 'ui/ux design', 'design standards advocacy', 'job posting', 'recruitment', 'workforce', 'decision making', 'compensation']",https://m.timesjobs.com/mobile/job-detail/ux-designer-ai-research-google-india-pvt-ltd-san-francisco-8-to-12-yrs-jobid-EAmZ1qOE4p9zpSvf__PLUS__uAgZw==&bc=+&sequence=366,2025-10-14
Specialist Data/AI Engineering,AT&T,2025-10-12,Bengaluru,6-8 Years,"['azure databricks administration', 'cloud infrastructure optimization', 'data governance compliance', 'cost optimization strategies', 'scripting & automation', 'orchestration', 'scala', 'storage', 'sql', 'security', 'java', 'git', 'linux administration', 'devops', 'shell scripting', 'hadoop', 'vms', 'python', 'github', 'rdbms']",https://m.timesjobs.com/mobile/job-detail/specialist-data-ai-engineering-at-t-bengaluru-bangalore-hyderabad-secunderabad-6-to-8-yrs-jobid-V2btlgwwfKNzpSvf__PLUS__uAgZw==&bc=+&sequence=364,2025-10-14
"Research Scientist, Earth AI",Google India Pvt Ltd,2025-10-12,San,5-8 Years,"['ai research development', 'python programming', 'machine learning frameworks', 'geospatial data expertise', 'multimodal generative models', 'algorithms', 'data mining', 'compilers', 'artificial intelligence', 'satellite', 'san', 'natural language processing', 'mobile', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/research-scientist-earth-ai-google-india-pvt-ltd-san-francisco-5-to-8-yrs-jobid-aZiJUer87NJzpSvf__PLUS__uAgZw==&bc=+&sequence=455,2025-10-14
